KODE KPI,NAMA UNIT,KATEGORI UNIT,BOBOT,TARGET BULANAN,TARGET TAHUNAN,REALISASI,ACH BULANAN,KPI BULANAN,ACH TAHUNAN,KPI TAHUNAN
C.AVG EMAS,60969:UPS OPI MALL,REGULAR,7.5,3495257760,4050101736,3428612187,0.9809325727668222,7.356994295751167,0.8465496450432869,6.349122337824651
C.AVG EMAS,17055:UPC BRI UNIT KOTO BARU DHARMASRAYA,COLO,10,242251889,286104554,180415587,0.7447437778287046,7.447437778287046,0.6305932026513636,6.305932026513636
C.AVG EMAS,10775:UPC SENGETI,REGULAR,7.5,1972843724,2338357996,1962380621,0.9946964359757874,7.460223269818405,0.8392130821528835,6.2940981161466265
C.AVG EMAS,10675:UPC TEBAT AGUNG,REGULAR,7.5,1484959199,1759996732,1476376959,0.9942205550120303,7.456654162590228,0.8388521024821994,6.291390768616496
C.AVG EMAS,10537:UPC MARTAPURA,REGULAR,7.5,1957747152,2296749464,1920969377,0.9812142364950303,7.3591067737127265,0.8363861218256063,6.2728959136920475
C.AVG EMAS,10758:UPC PATTIMURA,REGULAR,7.5,2447314763,2874168684,2396316757,0.9791616481986629,7.343712361489972,0.8337425601844043,6.253069201383032
C.AVG EMAS,10777:UPC MUARA SABAK,REGULAR,7.5,2154656280,2530682960,2107092500,0.9779251194533914,7.334438395900436,0.8326181245555943,6.244635934166957
C.AVG EMAS,10766:UPC MUARA TEBO,REGULAR,7.5,3414524316,3984453595,3267113853,0.956828404381467,7.1762130328610025,0.8199653415715085,6.149740061786313
C.AVG EMAS,10778:UPC BANGKO,REGULAR,7.5,2378773070,2769398835,2265862312,0.9525340355395902,7.144005266546926,0.818178401523015,6.1363380114226125
C.AVG EMAS,10576:UPC SUDIRMAN MANGGAR,REGULAR,7.5,1827191093,2158898648,1764142353,0.9654941728637246,7.241206296477935,0.8171492231162859,6.128619173372145
C.AVG EMAS,10527:UPC TALANG JAWA,REGULAR,7.5,2104949375,2454472273,2004058554,0.9520697161659767,7.140522871244825,0.8164926432640129,6.123694824480097
C.AVG EMAS,10745:UPC PANGERAN HIDAYAT,REGULAR,7.5,2494604640,2945264694,2393148924,0.959329941757825,7.194974563183687,0.8125412051674836,6.094059038756127
C.AVG EMAS,10740:UPC SIMPANG CANDRA,REGULAR,7.5,2956699235,3473626802,2805089468,0.9487233042829262,7.115424782121947,0.8075391018934222,6.056543264200666
C.AVG EMAS,10716:UPC BINTUHAN,REGULAR,7.5,2671696616,3142041769,2468914550,0.9240998903896505,6.930749177922379,0.7857675777447629,5.893256833085722
D.0SL GROSS,10547:UPC KOBA,REGULAR,5,12341030841.182322,14809021263.0556,16349804743,1.3248329862721275,5.5,1.1040435726693316,5.5
T. G24,10721:UPC SIMPANG PERIUK,GADAI,5,168.905024531178,2275.64243297307,2901,17.17533275313848,5.5,1.2748048454211307,5.5
D.0SL GROSS,10795:UPC PRINGSEWU,REGULAR,5,27470118547.576153,31821018224.812172,35088630010,1.277338135590102,5.5,1.1026872164209987,5.5
D.0SL GROSS,10604:UPC WAY HALIM,REGULAR,5,30031402794.837307,34825095348.52034,41099081099,1.3685368405789335,5.5,1.1801570300868174,5.5
S.TABUNGAN EMAS,60697:UPS ARIF RAHMAN HAKI,GADAI,5,3296.15857250944,4067.01683435163,4503.354,1.3662431284583179,5.5,1.1072867862170852,5.5
D.0SL GROSS,10752:CP SIPIN,REGULAR,5,28436239485.58188,33816306774.276566,37298237005,1.3116444958874203,5.5,1.1029660114561084,5.5
D.0SL GROSS,10615:UPC SIRINGAGUNG,GADAI,5,23038269352.257538,27370885613.543377,31673791211,1.3748337918401956,5.5,1.1572073939517509,5.5
D.0SL GROSS,10697:UPC PADANG HARAPAN,GADAI,5,14903575029.071335,17483479745.69812,19758668807,1.3257670571294593,5.5,1.13013365156108,5.5
D.0SL GROSS,10727:UPC SOROLANGUN,REGULAR,5,20602487587.814697,24872249141.21455,27923938011,1.355367301738629,5.5,1.1226945280444562,5.5
D.0SL GROSS,17112:UPC BRI UNIT KTM TELANG,COLO,5,3462654543.7655187,4310565071.482067,6211100233,1.7937395008644554,5.5,1.440901628905114,5.5
V. OSL TRING,17416:BRI UNIT GADING REJO,COLO,5,30458375.5630394,69674271.124671,91833200,3.0150393217764924,5.5,1.3180360342152577,5.5
V. OSL TRING,17116:UPC BRI UNIT MUARA BANGKAHULU,COLO,5,37518098.6629925,85823558.5452424,124261550,3.31204283874253,5.5,1.447872263820135,5.5
V. OSL TRING,17468:BRI UNIT MARIANA,COLO,5,63662529.7301665,145629577.247862,161987250,2.5444676905957495,5.5,1.1123238360041188,5.5
D.0SL GROSS,10735:UPC PASAR JAMBI,GADAI,5,11360920663.970999,13301127144.032232,15088156729,1.3280751776437645,5.5,1.1343517406921073,5.5
D.0SL GROSS,10611:UPC Untung Suropati,GADAI,5,15644510146.04493,18334943658.747402,20450533433,1.3072019029096975,5.5,1.1153856708604213,5.5
D.0SL GROSS,10622:UPC CELENTANG,REGULAR,5,23086733614.580956,26834741601.367664,30687543307,1.3292284573170878,5.5,1.1435751371437082,5.5
J. NSBH TE,17013:BRI UNIT TANJUNG RAJA,COLO,5,32.8121389539488,42.2840189216489,47,1.432396713483494,5.5,1.1115310511777434,5.5
D.0SL GROSS,10728:UPC SRI PELAYANG,REGULAR,5,15904352169.700739,18308707382.652103,20907353959,1.3145680965761335,5.5,1.1419350105955688,5.5
D.0SL GROSS,10503:CP PALEMBANG,REGULAR,5,72603483082.8613,86581532634.68617,97745511956,1.3462923238055187,5.5,1.1289418075840498,5.5
D.0SL GROSS,17013:BRI UNIT TANJUNG RAJA,COLO,5,2477649121.7909994,3004686687.6907682,3341148101,1.3485154421643084,5.5,1.1119788677759999,5.5
D.0SL GROSS,17014:UPC BRI UNIT BETUNG SEKAYU,COLO,5,4391490886.456824,5054458780.51363,6769549221,1.5415150335110586,5.5,1.3393222726632037,5.5
T. G24,17014:UPC BRI UNIT BETUNG SEKAYU,COLO,5,20.6406694594334,278.089911162992,867.5,42.028675557493926,5.5,3.1194946856290207,5.5
V. OSL TRING,17302:UPC BRI UNIT PENARIK,COLO,5,87640365.5880872,200479456.982582,238709500,2.7237392085051657,5.5,1.1906930694686564,5.5
V. OSL TRING,60703:UPS PASAR PERUMNAS,GADAI,5,295967131.809308,677031975.753049,1148287900,3.8797818290844654,5.5,1.6960615467574962,5.5
D.0SL GROSS,17012:UPC BRI UNIT RAWA BENING BATURAJA,COLO,5,3173005036.451025,3701202027.2748523,4844145863,1.5266744954234708,5.5,1.3088034177282353,5.5
S.TABUNGAN EMAS,60704:UPS KOLONEL ATMO,GADAI,5,12602.3662901187,15549.6268541344,18888.984,1.498844230135616,5.5,1.214754809050464,5.5
D.0SL GROSS,10612:CP PALLIMA,REGULAR,5,34470606769.691795,39365163445.04178,43539134582,1.2630800169227565,5.5,1.1060321048275479,5.5
V. OSL TRING,17114:UPC BRI UNIT PAGELARAN,COLO,5,44994812.1046574,102926721.462709,132849200,2.9525448331908652,5.5,1.2907163281998846,5.5
D.0SL GROSS,10664:UPC SIMPANG POLDA,REGULAR,5,25370406529.131386,30027099996.605534,34643248504,1.3654983598398844,5.5,1.1537327450175443,5.5
D.0SL GROSS,10721:UPC SIMPANG PERIUK,GADAI,5,14608191662.24828,17092499992.164904,22028441630,1.5079513015240453,5.5,1.288778215012298,5.5
D.0SL GROSS,10538:UPC BELITANG,REGULAR,5,19095570586.781223,21971563207.179413,25241461764,1.3218490460543362,5.5,1.1488241198856584,5.5
D.0SL GROSS,10607:UPC RAJABASA,REGULAR,5,25498005322.001316,29677741651.225437,34958072426,1.3710120452377477,5.5,1.1779222569166252,5.5
D.0SL GROSS,10701:UPC KEPAHYANG,REGULAR,5,21416086637.089527,24939339239.40155,27410430241,1.2798991106773516,5.5,1.09908406064321,5.49542030321605
D.0SL GROSS,10619:UPC TALANG RATU,GADAI,5,11861567991.134916,13845442199.372787,15186954908,1.2803496906438008,5.5,1.0968920088870824,5.484460044435412
D.0SL GROSS,10748:UPC TELANAI PURA,GADAI,5,25599348143.325096,29619624409.02516,32474415332,1.2685641505472296,5.5,1.096381739469491,5.481908697347455
C.AVG EMAS,10764:UPC RANTAU PANJANG,REGULAR,7.5,616348070,719198383,523978834,0.8501346227952008,6.376009670964006,0.7285595273647884,5.464196455235912
C.AVG EMAS,10701:UPC KEPAHYANG,REGULAR,7.5,2726787840,3231413533,2350924688,0.862159003906956,6.46619252930217,0.7275220778745188,5.456415584058892
D.0SL GROSS,10601:CP KEDATON,CP,5,250652121309.1737,296104915030.4586,322092633262,1.2850185810504513,5.5,1.0877652376316285,5.438826188158142
D.0SL GROSS,10581:UPC AIR MERBAU,GADAI,5,15988541337.403303,18532407433.87097,20117202089,1.2582262299274407,5.5,1.085514775173384,5.42757387586692
D.0SL GROSS,10687:CP BENGKULU,REGULAR,5,48169361113.512314,56195900594.39336,60983269636,1.2660178218326663,5.5,1.0851907165997847,5.425953582998924
D.0SL GROSS,10543:CP PANGKAL PINANG,REGULAR,5,66476989840.52339,79181084769.72621,85896676940,1.2921264507623456,5.5,1.0848130862289147,5.424065431144573
D.0SL GROSS,17319:UPC BRI UNIT SUNGAI LILIN,COLO,5,1176350835.5291474,1428170642.9813318,1547491208,1.3155014314279003,5.5,1.083547834850872,5.41773917425436
D.0SL GROSS,17053:UPC BRI UNIT WAY JEPARA,COLO,5,3218551557.202144,3873689388.3259864,4187940268,1.3011878770836085,5.5,1.0811244393061203,5.405622196530602
D.0SL GROSS,10667:UPC MALL PS,REGULAR,5,67471381315.29216,78316714995.79005,84409444370,1.2510407038438516,5.5,1.0777960282749022,5.38898014137451
D.0SL GROSS,10729:CP JAMBI,REGULAR,5,71160757540.58824,81736654587.23418,87997277626,1.2365983818512423,5.5,1.0765950487009976,5.382975243504989
D.0SL GROSS,10788:UPC SENTOSA,REGULAR,5,26852479009.733875,30991021510.847702,33362760291,1.242446191984963,5.5,1.0765298678303368,5.382649339151683
D.0SL GROSS,10601:CP KEDATON,REGULAR,5,67748021803.19237,81213766418.71338,87342837644,1.2892308191334423,5.5,1.0754683780294956,5.377341890147478
D.0SL GROSS,10603:UPC GEDUNG MENENG,GADAI,5,18207180431.264782,21203703747.27244,22712964758,1.2474729321074904,5.5,1.0711791217570517,5.355895608785258
D.0SL GROSS,10718:CP LUBUK LINGGAU,REGULAR,5,47779844435.87412,55259565056.51651,59076072150,1.2364224464834053,5.5,1.0690650946959168,5.345325473479584
D.0SL GROSS,10637:CP KENTEN,REGULAR,5,45590995146.27222,51851773311.461426,55217196274,1.2111425972792103,5.5,1.0649046840177148,5.324523420088574
D.0SL GROSS,10718:CP LUBUK LINGGAU,CP,5,160685826986.6115,187387672337.13086,198916967380,1.2379247822309427,5.5,1.061526432870817,5.307632164354085
D.0SL GROSS,10519:UPC A RIVAI,GADAI,5,12468948970.720919,14559499139.882944,15434712608,1.2378519347735857,5.5,1.060112882985073,5.300564414925365
D.0SL GROSS,17122:UPC BRI UNIT BAJUBANG,COLO,5,1712086249.0432088,2013513117.0203416,2132344168,1.2454653900711194,5.5,1.0590167751951416,5.295083875975708
D.0SL GROSS,17109:UPC BRI UNIT TEBING TINGGI LAHAT,COLO,5,4454279720.016448,5158367329.218593,5459946411,1.22577537878107,5.5,1.058464057042462,5.29232028521231
D.0SL GROSS,10605:UPC TJ SENANG,GADAI,5,20955416549.625237,24531401832.194412,25960978825,1.238867228600344,5.5,1.0582753893391224,5.291376946695612
D.0SL GROSS,10602:UPC NATAR,REGULAR,5,21826038282.571953,25773991422.615437,27254139391,1.248698414167191,5.5,1.0574279685328756,5.287139842664378
D.0SL GROSS,10609:UPC MALL BUMI KEDATON,GADAI,5,14300080453.335762,17005524988.929947,17974215441,1.2569310710980774,5.5,1.0569632782698941,5.28481639134947
D.0SL GROSS,10582:CP TELUK BETUNG,REGULAR,5,62597026182.72415,72550724041.55063,76658290470,1.2246315063950521,5.5,1.056616477405476,5.28308238702738
D.0SL GROSS,10594:UPC GUNUNG SUGIH,GADAI,5,10856294318.458908,12597763440.625511,13282854601,1.2235164422923965,5.5,1.054381967370906,5.2719098368545305
D.0SL GROSS,10789:UPC KAYUAGUNG,REGULAR,5,40769058012.34925,47252266685.88076,49771113208,1.2208060630913757,5.5,1.0533063638801456,5.266531819400728
D.0SL GROSS,10694:UPC PANORAMA,REGULAR,5,25896728690.750126,30613237291.64338,32075578355,1.2385957600296,5.5,1.047768259508961,5.2388412975448055
D.0SL GROSS,10585:UPC PENGAJARAN,GADAI,5,14147424969.160978,16699398032.184023,17489852958,1.2362569864215542,5.5,1.047334336500787,5.236671682503935
D.0SL GROSS,10606:UPC KI MAJA,GADAI,5,15211819827.633028,17852518767.175938,18682829455,1.2281784603484265,5.5,1.0465094420934424,5.232547210467212
D.0SL GROSS,10518:UPC PADANG SELASA,REGULAR,5,20392590514.49491,23667549810.12986,24739071154,1.2131401911108666,5.5,1.0452738603051983,5.226369301525992
D.0SL GROSS,10741:CP SIMPANG PULAI,REGULAR,5,55595115089.22619,65406630642.28868,68258456902,1.2277779584132535,5.5,1.0436014855329891,5.218007427664945
D.0SL GROSS,10683:UPC PAGAR ALAM,REGULAR,5,25951471140.51303,29935041124.078773,31120131258,1.1991663628432276,5.5,1.0395887257682095,5.197943628841047
D.0SL GROSS,10720:UPC TABA PINGIN,REGULAR,5,22339129482.611187,25900385188.95189,26924181220,1.2052475563543255,5.5,1.0395282164176007,5.197641082088004
D.0SL GROSS,10612:CP PALLIMA,CP,5,208764450439.45264,241801942863.92133,251278339853,1.203645253413859,5.5,1.0391907396476616,5.195953698238308
D.0SL GROSS,10627:UPC PTC MALL,REGULAR,5,53503557034.91408,61876016088.54741,64233845347,1.200552802593738,5.5,1.0381057056918213,5.190528528459106
S.TABUNGAN EMAS,60696:UPS TEUKU UMAR,GADAI,5,1822.92228904443,2249.24119218395,2334.262,1.2805054905679016,5.5,1.037799773590976,5.18899886795488
D.0SL GROSS,17302:UPC BRI UNIT PENARIK,COLO,5,3698834659.006307,4546443788.470189,4713462773,1.274310210520811,5.5,1.0367361815741287,5.183680907870643
D.0SL GROSS,10523:UPC LINGGA RAYA,GADAI,5,13578981108.231913,15741587624.656828,16310543533,1.2011610740891412,5.5,1.036143489583731,5.180717447918655
D.0SL GROSS,10662:CP SEKIP,REGULAR,5,46636958881.46965,54419072521.34529,56258451410,1.206306173457491,5.5,1.0338002616257973,5.169001308128987
D.0SL GROSS,10708:UPC ARGA MAKMUR,REGULAR,5,14396475807.322044,16648945120.571972,17200507435,1.1947720862526525,5.5,1.0331289646541328,5.165644823270664
D.0SL GROSS,10507:UPC OPI RAYA,GADAI,5,25273279387.536957,29310620820.996243,30269155506,1.1976742330054193,5.5,1.0327026401405024,5.163513200702512
S.TABUNGAN EMAS,60702:CPS SIMPANG PATAL,CPS,5,38498.31232317339,47501.74509755757,49009.377,1.2730266352610906,5.5,1.031738452963067,5.158692264815335
D.0SL GROSS,10616:UPC TALANG JAMBE,GADAI,5,12137350945.496822,14173717503.660372,14618035608,1.204384356491196,5.5,1.0313480287881343,5.156740143940671
D.0SL GROSS,10503:CP PALEMBANG,CP,5,297667140187.4386,347228042505.2545,358109894842,1.2030548437980124,5.5,1.031339209408989,5.156696047044945
D.0SL GROSS,10626:UPC M ISA,GADAI,5,19728432445.240818,23068200594.063206,23790036230,1.2058756465336393,5.5,1.0312913715568506,5.156456857784253
D.0SL GROSS,10674:CP PRABUMULIH,REGULAR,5,41286355471.38223,47837656639.60652,49245223212,1.1927723493572708,5.5,1.029423819460841,5.147119097304205
D.0SL GROSS,10743:CP MAYANG MANGURAI,REGULAR,5,53147079874.25742,61653218991.967674,63379738043,1.1925347204955077,5.5,1.0280037130138697,5.140018565069349
D.0SL GROSS,10520:CP MUARAENIM,REGULAR,5,44291813308.2434,51352053675.297424,52721287624,1.1903167580223621,5.5,1.0266636648528282,5.133318324264141
D.0SL GROSS,10617:UPC PASAR KM 7,GADAI,5,20421466375.237293,23786694534.5609,24410921427,1.195355954291326,5.5,1.0262426917507235,5.131213458753617
B.AVG NON GADAI,60714:CPS BENGKULU,REGULAR,5,10872822834,11729957187,12020157692,1.105523181561665,5.5,1.0247401162999659,5.123700581499829
D.0SL GROSS,10700:CP CURUP,REGULAR,5,37209878485.39545,42927087191.35536,43985211545,1.182084256530529,5.5,1.0246493396798122,5.123246698399061
S.TABUNGAN EMAS,60703:UPS PASAR PERUMNAS,GADAI,5,1874.32208028646,2312.66162893325,2365.522,1.2620680430966635,5.5,1.0228569412859296,5.114284706429649
D.0SL GROSS,60722:CPS JELUTUNG,REGULAR,5,38852392562.74739,45343851098.614395,46343756644,1.1928160297761303,5.5,1.0220516237849095,5.1102581189245475
D.0SL GROSS,10509:UPC TAMAN BUKIT SIGUNTANG,GADAI,5,18317731574.35491,21030466778.01079,21485002796,1.1729073935158714,5.5,1.0216132158542703,5.108066079271351
D.0SL GROSS,10783:CP JAKABARING,REGULAR,5,34811343772.56812,40495575013.76943,41342690819,1.187621227410896,5.5,1.0209187251926297,5.104593625963148
D.0SL GROSS,10614:UPC KEBUN BUNGA,REGULAR,5,35547568925.721535,41139820803.443794,41982992767,1.1810369607757316,5.5,1.0204952755527226,5.102476377763613
D.0SL GROSS,10776:UPC KUALA TUNGKAL,REGULAR,5,30945153486.189476,35940578605.057434,36627288512,1.1836195457342427,5.5,1.0191068127892058,5.095534063946029
B.AVG NON GADAI,60698:CPS BATURAJA,REGULAR,5,7741261388,8456344591,8616822495,1.1131031576271586,5.5,1.0189772190895336,5.094886095447668
S.TABUNGAN EMAS,60714:CPS BENGKULU,REGULAR,5,5453.05587498345,6728.33832303564,6850.455,1.2562598214750167,5.5,1.018149604122354,5.09074802061177
D.0SL GROSS,10621:CP LEMABANG,CP,5,146592631076.7565,171097782539.5735,174180097653,1.1881913597812335,5.5,1.018014933143354,5.090074665716769
V. OSL TRING,17465:BRI UNIT GUNUNG MEGANG,COLO,5,55996866.263721,128094186.576545,130370500,2.3281749265398424,5.5,1.0177706224169256,5.088853112084628
D.0SL GROSS,10714:UPC MANNA,REGULAR,5,24135903896.387093,28940644649.20358,29451549730,1.220238109019344,5.5,1.0176535487370522,5.088267743685261
D.0SL GROSS,10792:UPC SIMPANG TIMBANGAN,REGULAR,5,13627702900.084301,15728689325.173603,16002689574,1.1742763759474832,5.5,1.0174204120357226,5.087102060178613
D.0SL GROSS,10521:UPC TANJUNG ENIM,REGULAR,5,18141672496.627323,21032371859.719448,21378030225,1.1783935703267898,5.5,1.0164345879573642,5.082172939786821
D.0SL GROSS,10662:CP SEKIP,CP,5,237433088554.89694,277434663770.9523,281731144063,1.1865706914639276,5.5,1.0154864580858391,5.077432290429195
D.0SL GROSS,10634:UPC JALUR DUA KORPRI,GADAI,5,18088548267.913734,21572755528.056767,21895504972,1.2104622575399937,5.5,1.01496097443479,5.07480487217395
J. NSBH TE,17118:UPC BRI UNIT KETAHUN,COLO,5,25.2866989560144,32.5862102017422,33,1.3050339254405132,5.5,1.0126983099813085,5.0634915499065425
D.0SL GROSS,10700:CP CURUP,CP,5,122385204052.07582,141763088375.64835,143498570484,1.1725156778178862,5.5,1.012242129656155,5.061210648280775
B.AVG NON GADAI,60722:CPS JELUTUNG,REGULAR,5,9179821172,9909462870,10025025121,1.09207194052734,5.4603597026367,1.011661807760525,5.0583090388026255
D.0SL GROSS,10729:CP JAMBI,CP,5,243468922315.28195,281616013010.4717,284532119575,1.168658886190587,5.5,1.0103549032363437,5.051774516181719
B.AVG NON GADAI,10674:CP PRABUMULIH,REGULAR,5,5047876097,5214853588,5257826893,1.0415919075598499,5.207959537799249,1.0082405582965717,5.041202791482858
D.0SL GROSS,10636:UPC SUKABUMI,REGULAR,5,31667732488.293133,36635765463.6756,36927105640,1.1660798781109807,5.5,1.0079523430897948,5.039761715448973
D.0SL GROSS,10773:UPC MUARA BULIAN,REGULAR,5,29284185942.338696,34904092559.00351,35139591471,1.1999511115040298,5.5,1.0067470286356361,5.0337351431781805
D.0SL GROSS,10623:UPC SEGARAN,GADAI,5,19493866878.14023,23278256222.595047,23429423383,1.2018869077880578,5.5,1.0064939211493953,5.032469605746977
B.AVG NON GADAI,10518:UPC PADANG SELASA,REGULAR,5,1272829925,1356224033,1364104673,1.071710089625682,5.35855044812841,1.005810721391338,5.0290536069566905
D.0SL GROSS,10640:UPC SEKIP KEBON SENAI,GADAI,5,21011921627.690166,24271409208.454742,24408683187,1.1616587773120892,5.5,1.0056557893843856,5.028278946921928
D.0SL GROSS,10628:CP TANJUNG KARANG TIMUR,REGULAR,5,42987006908.75403,50216053222.35173,50467181550,1.1740101295520224,5.5,1.0050009570950609,5.025004785475304
D.0SL GROSS,10782:UPC PANGKALAN BALAI,REGULAR,5,23061196424.389774,26830987422.680134,26963365351,1.1692093009746558,5.5,1.0049337702796568,5.024668851398284
D.0SL GROSS,10577:CP TANJUNG PANDAN,REGULAR,5,47490569135.82735,55833866090.10621,56035624261,1.1799316218075429,5.5,1.0036135447000605,5.018067723500303
D.0SL GROSS,10526:CP LAHAT,CP,5,89606552505.62335,104537100200.63445,104902752551,1.1707040346677406,5.5,1.0034978237359156,5.017489118679578
J. NSBH TE,17429:BRI UNIT KARANG ANYAR LAMPUNG,COLO,5,74.2757865901692,95.7169774883297,96,1.2924804220478778,5.5,1.0029568684584174,5.014784342292087
D.0SL GROSS,10564:CP METRO,REGULAR,5,66578734982.45353,77659084986.7431,77834466974,1.1690589644653486,5.5,1.0022583576317805,5.0112917881589025
D.0SL GROSS,10687:CP BENGKULU,CP,5,224266008495.82483,263548477144.64175,263965616807,1.1770201760732468,5.5,1.0015827815317988,5.007913907658994
D.0SL GROSS,10590:UPC KALIANDA,REGULAR,5,22636622112.087437,26260866448.722702,26289231884,1.1613584285599818,5.5,1.0010801408754995,5.0054007043774975
D.0SL GROSS,10526:CP LAHAT,REGULAR,5,37998690644.57059,44776316488.14959,44821479943,1.1795532736179761,5.5,1.0010086460520342,5.005043230260171
B.AVG NON GADAI,60721:UPS PASAR BARU BANGK,REGULAR,5,1031109502,1064405382,1064848361,1.0327209272483264,5.163604636241632,1.0004161750846916,5.002080875423458
S.TABUNGAN EMAS,60706:UPS SUKABANGUN,GADAI,5,2927.12229547781,3611.67564910294,3608.622,1.2328224227511972,5.5,0.9991545062736465,4.995772531368233
D.0SL GROSS,60690:UPS ENGGAL,GADAI,5,21156670226.495003,24341984955.833893,24318829333,1.1494639313583925,5.5,0.9990487372793999,4.995243686397
B.AVG NON GADAI,10547:UPC KOBA,REGULAR,5,278715495,294107438,293665566,1.0536391814168782,5.268195907084391,0.9984975830499058,4.992487915249529
D.0SL GROSS,10704:UPC AIR RAMBAI,GADAI,5,12306238519.39211,14355894334.616745,14326987623,1.1642052606426896,5.5,0.9979864220965292,4.989932110482646
D.0SL GROSS,10621:CP LEMABANG,REGULAR,5,55603221750.60428,64783964591.42823,64580013235,1.1614437293698394,5.5,0.9968518234764654,4.984259117382327
D.0SL GROSS,10766:UPC MUARA TEBO,REGULAR,5,22374277840.44186,26083021608.58792,25974754601,1.1609203562338097,5.5,0.995849138600097,4.979245693000485
D.0SL GROSS,10520:CP MUARAENIM,CP,5,94055295452.4656,109140836378.03725,108677218434,1.1554609223350336,5.5,0.9957521129631866,4.978760564815933
D.0SL GROSS,10783:CP JAKABARING,CP,5,164140010347.1159,189955128353.86584,189088345668,1.1519942350931043,5.5,0.9954369082141803,4.977184541070901
D.0SL GROSS,10620:UPC TALANG KELAPA,GADAI,5,21679795321.482246,24838551117.0421,24713096793,1.139913750408524,5.5,0.9949492092573781,4.97474604628689
B.AVG NON GADAI,60719:UPS SEMANGKA,REGULAR,5,3406589343,3459634965,3440922112,1.010078340986579,5.0503917049328955,0.9945910903348729,4.972955451674364
D.0SL GROSS,10752:CP SIPIN,CP,5,161034051971.64847,187945521107.55103,186809960251,1.1600649549816309,5.5,0.99395803182827,4.9697901591413505
D.0SL GROSS,60729:UPS IAIN STS JAMBI,GADAI,5,18184378411.39455,20908649578.56906,20781731196,1.1428342902817024,5.5,0.9939298622757947,4.969649311378974
S.TABUNGAN EMAS,60723:UPS TALANG BANJAR,GADAI,5,2897.09523996812,3574.62629678644,3551.142,1.2257594955832647,5.5,0.9934302791853928,4.967151395926964
V. OSL TRING,17013:BRI UNIT TANJUNG RAJA,COLO,5,95828145.144377,219209200.843454,217754400,2.272342845329271,5.5,0.993363413406662,4.96681706703331
S.TABUNGAN EMAS,60713:UPS PANGKAL PINANG,GADAI,5,7262.09067049505,8960.44421400684,8894.434,1.2247759500080262,5.5,0.9926331538447999,4.963165769223999
D.0SL GROSS,10674:CP PRABUMULIH,CP,5,148605869327.79745,172304803983.1733,171033114142,1.1509176246917416,5.5,0.9926195334559709,4.963097667279854
J. NSBH TE,17110:UPC BRI UNIT SEKINCAU,COLO,5,31.2770997502525,40.3058599596359,40,1.2788909559837651,5.5,0.992411526265853,4.962057631329265
D.0SL GROSS,00709:AREA PALEMBANG,AREA,5,2482974888840.947,2890631450156.913,2867654290406,1.154926819153061,5.5,0.9920511624719001,4.960255812359501
D.0SL GROSS,10736:UPC TALANG BAKUNG,GADAI,5,26384366849.50504,30366330806.16285,30047905842,1.1388526400270123,5.5,0.9895138808111046,4.947569404055523
J. NSBH TE,60696:UPS TEUKU UMAR,GADAI,5,148.25030582359,191.045720773729,189,1.2748708945322513,5.5,0.9892919832726748,4.946459916363374
J. NSBH TE,60706:UPS SUKABANGUN,GADAI,5,207.865813992001,267.870437350562,265,1.27486090622962,5.5,0.9892842324111882,4.946421162055941
D.0SL GROSS,17054:UPC BRI UNIT IPUH,COLO,5,2331112504.434282,2720498332.0188284,2690727143,1.154267388588776,5.5,0.9890567148421165,4.945283574210583
B.AVG NON GADAI,60714:CPS BENGKULU,CPS,5,20516769466,21411975381,21174420066,1.0320542959304508,5.160271479652254,0.988905492801435,4.944527464007175
D.0SL GROSS,10591:CP BANDARJAYA,REGULAR,5,49877247843.86228,57371385333.03127,56715928528,1.1371102251981864,5.5,0.9885751964811995,4.942875982405997
B.AVG NON GADAI,10602:UPC NATAR,REGULAR,5,817313839,856179056,845561196,1.0345612121710324,5.172806060855162,0.9875985520486733,4.937992760243366
B.AVG NON GADAI,10612:CP PALLIMA,REGULAR,5,11231244326,11550581759,11400907974,1.015106398104726,5.075531990523629,0.9870418834199951,4.935209417099975
D.0SL GROSS,10582:CP TELUK BETUNG,CP,5,150460157049.42978,175323726612.02777,173043438886,1.150094764484069,5.5,0.9869938440729485,4.934969220364743
D.0SL GROSS,10632:UPC SRIBHAWONO,REGULAR,5,26155889939.37337,30155685412.52582,29759513131,1.13777482624294,5.5,0.9868624348574327,4.934312174287164
B.AVG NON GADAI,60722:CPS JELUTUNG,CPS,5,14018099384,14898972991,14695698154,1.0483374208898388,5.241687104449194,0.9863564530841964,4.931782265420982
D.0SL GROSS,17:KANWIL PALEMBANG,KANWIL,5,5703008286444.406,6635692058359.791,6544338682592,1.1475239652285565,5.5,0.9862330296577427,4.931165148288714
D.0SL GROSS,10654:UPC BERINGIN RAYA,REGULAR,5,32841939067.02502,38093033141.957504,37549661799,1.1433448470374203,5.5,0.9857356766279919,4.928678383139959
D.0SL GROSS,60714:CPS BENGKULU,REGULAR,5,40239700390.778175,47261670005.18344,46580356686,1.1575721547040874,5.5,0.9855842309611844,4.927921154805922
D.0SL GROSS,00710:AREA JAMBI,AREA,5,1813363842881.3743,2108783462394.9343,2078194433339,1.146043824297731,5.5,0.9854944665484077,4.927472332742038
D.0SL GROSS,10663:UPC DEMANG LEBAR DAUN,REGULAR,5,52991961358.613884,62492554080.07851,61489516686,1.1603555541166024,5.5,0.9839494895216924,4.9197474476084615
